id,clinic_name,clinic_address_1
16184,Wallace Inc Clinic,"No.858, 48, Subash Hospital Road, Mattuthavani Road, KK Nagar, Madurai, Tamil Nadu - 625015. Ph: 0452-4070925"
16185,"Sweeney, Chung and Summers Clinic","No.58/2, 47, Rajaji Tank Street, Perundurai Road, Kangeyam, Erode, Tamil Nadu - 638009. Ph: 0424-5125645"
16186,Wilson LLC Clinic,"No.913/B, 1, Indira Nehru Street, Salem Road, Alathur, Perambalur, Tamil Nadu - 621198. Ph: 04328-9661300"
16187,Davenport-Spence Clinic,"No.243/2, 5, Indira Gandhi Road, Cross Cut Road, Sulur, Coimbatore, Tamil Nadu - 641111. Ph: 0422-2789233"
16188,Melton-Hall Clinic,"No.540, 38, Bharathiar Kovil Street, Anna Salai, Manamadurai, Sivaganga, Tamil Nadu - 630489. Ph: 04575-9089503"
16189,Murphy LLC Clinic,"No.444/A, 5, Kamaraj Big Street, VOC Road, Dharapuram, Erode, Tamil Nadu - 638009. Ph: 0424-4760194"
16190,Lopez Ltd Clinic,"No.461/A, 36, Ambedkar Tank Street, Raja Street, Budalur, Thanjavur, Tamil Nadu - 613006. Ph: 04362-7168432"
16191,Fuentes-Sanchez Clinic,"No.894/1, 16, Vivekananda 2nd Street, Ayyasamy Road, Pattukottai, Thanjavur, Tamil Nadu - 613009. Ph: 04362-4172545"
16192,Wilson-Morris Clinic,"No.934/B, 14, Shiva Anna Street, Salem Road, Villupuram, Villupuram, Tamil Nadu - 605349. Ph: 04146-2206920"
16193,Gordon-Oneill Clinic,"No.722/A, 34, Bharathiar Ambedkar Road, Bypass Road, Dindigul, Dindigul, Tamil Nadu - 624567. Ph: 0451-3602909"
16194,Ray-Ramos Clinic,"No.15/2, 43, Nehru Big Street, Gandhi Nagar, Ariyalur, Ariyalur, Tamil Nadu - 621718. Ph: 04329-3354899"
16195,Lewis-Stokes Clinic,"No.908/2, 26, Indira Periyar Street, Gandhi Nagar, Katpadi, Vellore, Tamil Nadu - 632014. Ph: 0416-4573504"
16196,Cummings-Wright Clinic,"No.400/B, 28, Bharathiar Periyar Street, Anna Salai, Devakottai, Sivaganga, Tamil Nadu - 630334. Ph: 04575-7097727"
16197,Garcia-Thomas Clinic,"No.816/A, 27, Shiva Kovil Street, Market Street, Tirukoilur, Kallakurichi, Tamil Nadu - 606206. Ph: 04151-5417861"
16198,Ruiz PLC Clinic,"No.173/2, 29, Periyar East Street, SIPCOT Road, Uthangarai, Krishnagiri, Tamil Nadu - 635024. Ph: 04343-3921749"
16199,Molina and Sons Clinic,"No.223/A, 27, Shiva Cross Street, Mattuthavani Road, Arapalayam, Madurai, Tamil Nadu - 625009. Ph: 0452-8344173"
16200,Lucas Group Clinic,"No.266, 26, Mariamman Raja Street, Mount Road, Tambaram, Chennai, Tamil Nadu - 600012. Ph: 044-5593638"
16201,"Silva, Bradford and Kennedy Clinic","No.734/1, 6, Vinayagar West Street, Junction Main Road, Kondalampatti, Salem, Tamil Nadu - 636004. Ph: 0427-3476787"
16202,Cook PLC Clinic,"No.494/2, 25, Subash New Street, Vellore Road, Polur, Tiruvannamalai, Tamil Nadu - 606081. Ph: 04175-3824857"
16203,Soto LLC Clinic,"No.363, 8, Vivekananda Tank Street, Sankari Road, Kumarapalayam, Namakkal, Tamil Nadu - 637116. Ph: 04286-7334194"
16204,Moore-Obrien Clinic,"No.195, 11, Rajiv Tank Street, Officers Line, Ambur, Vellore, Tamil Nadu - 632007. Ph: 0416-7316839"
16205,"Anderson, Barton and Leonard Clinic","No.944/1, 12, Patel Market Street, Cumbum Road, Andipatti, Theni, Tamil Nadu - 625561. Ph: 04546-4735835"
16206,Short-Fuller Clinic,"No.483/B, 50, Shiva Periyar Street, Hospital Road, Pattukottai, Thanjavur, Tamil Nadu - 613009. Ph: 04362-9976498"
16207,"Johnson, Williams and Moreno Clinic","No.417, 22, Murugan Periyar Street, Market Road, Aruppukkottai, Virudhunagar, Tamil Nadu - 626146. Ph: 04562-3587443"
16208,"Jackson, Bailey and Johnson Clinic","No.170/B, 10, Patel West Street, Periyar Bus Stand Road, Melur, Madurai, Tamil Nadu - 625020. Ph: 0452-7360641"
16209,Robinson LLC Clinic,"No.503, 9, Bharathiar 2nd Street, Old Mahabalipuram Road, Nungambakkam, Chennai, Tamil Nadu - 600017. Ph: 044-8920588"
16210,Harris-Parker Clinic,"No.968/1, 45, Vivekananda School Road, Hospital Road, Neyveli, Cuddalore, Tamil Nadu - 607149. Ph: 04142-5865212"
16211,"Stark, Mcdonald and Gonzalez Clinic","No.241/2, 24, Mariamman Tank Street, Alagar Kovil Road, Arapalayam, Madurai, Tamil Nadu - 625016. Ph: 0452-3907585"
16212,Reynolds-Benson Clinic,"No.86/2, 43, Rajiv Cross Street, Trichy Road, Pudukkottai, Pudukottai, Tamil Nadu - 622136. Ph: 04322-5452187"
16213,Jones-Morales Clinic,"No.287/1, 14, Rajiv School Road, VIT Road, Ambur, Vellore, Tamil Nadu - 632005. Ph: 0416-4863563"
16214,"Reed, Nguyen and Ware Clinic","No.462, 7, Perumal Market Street, Gandhi Street, Vikravandi, Villupuram, Tamil Nadu - 605313. Ph: 04146-8345419"
16215,"Howard, Garcia and Conley Clinic","No.806/2, 13, Murugan Main Road, Market Street, Sirkazhi, Mayiladuthurai, Tamil Nadu - 609782. Ph: 04364-9764600"
16216,Ramirez-Baker Clinic,"No.257/1, 45, Vivekananda New Street, Cross Cut Road, Mettupalayam, Coimbatore, Tamil Nadu - 641062. Ph: 0422-5136547"
16217,"Marshall, Garcia and Hampton Clinic","No.802/B, 10, Perumal Market Street, Poonamallee High Road, Chennai, Chennai, Tamil Nadu - 600036. Ph: 044-2946455"
16218,Davis-Richardson Clinic,"No.368, 12, Indira Kamaraj Road, Market Street, Sembanarkoil, Mayiladuthurai, Tamil Nadu - 609193. Ph: 04364-3328372"
16219,Torres-Barajas Clinic,"No.916/A, 19, Indira Market Street, 2nd Cross Street, Velachery, Chennai, Tamil Nadu - 600036. Ph: 044-6885574"
16220,"Johnson, Carter and Mercer Clinic","No.516/2, 3, Patel Hospital Road, Chennai Road, Nemili, Ranipet, Tamil Nadu - 632475. Ph: 04172-7510693"
16221,Perez Ltd Clinic,"No.514/1, 45, Rajiv Kamaraj Road, Market Street, Rasipuram, Namakkal, Tamil Nadu - 637235. Ph: 04286-9628044"
16222,"Simmons, Smith and Camacho Clinic","No.237/B, 16, APJ Kalam East Street, Bypass Road, Kodaikanal, Dindigul, Tamil Nadu - 624270. Ph: 0451-7389124"
16223,Wilson-Floyd Clinic,"No.246/2, 6, MGR 2nd Street, Bypass Road, Chinnasalem, Kallakurichi, Tamil Nadu - 606211. Ph: 04151-3317034"
16224,"Gonzales, Warren and Reid Clinic","No.953/1, 18, Patel Periyar Street, Hospital Road, Sattur, Virudhunagar, Tamil Nadu - 626123. Ph: 04562-9284693"
16225,Johnson-Russo Clinic,"No.610/A, 3, Murugan Nehru Street, Kalavasal, Usilampatti, Madurai, Tamil Nadu - 625013. Ph: 0452-2825443"
16226,Bridges-Farmer Clinic,"No.570/1, 42, Rajaji Periyar Street, Sainathapuram, Vellore, Vellore, Tamil Nadu - 632012. Ph: 0416-5357492"
16227,"Peck, Brown and Lewis Clinic","No.240, 24, Mariamman Cross Street, Officers Line, Arcot, Vellore, Tamil Nadu - 632013. Ph: 0416-3247413"
16228,Peterson LLC Clinic,"No.139, 42, Nehru Nehru Street, Cauvery Road, Erode, Erode, Tamil Nadu - 638006. Ph: 0424-8411135"
16229,Kline-Crosby Clinic,"No.62/B, 12, Vinayagar Gandhi Road, Raja Street, Budalur, Thanjavur, Tamil Nadu - 613009. Ph: 04362-5438301"
16230,Brown-Washington Clinic,"No.916, 44, Vivekananda North Street, NGO Colony, Ambasamudram, Tirunelveli, Tamil Nadu - 627013. Ph: 0462-2646813"
16231,"Thompson, Rodriguez and Martinez Clinic","No.262, 11, Mariamman Big Street, East Car Street, Kodavasal, Tiruvarur, Tamil Nadu - 610431. Ph: 04366-7574619"
16232,"Brown, Dickson and Barron Clinic","No.697/B, 34, Kamaraj 2nd Street, Villupuram Road, Chinnasalem, Kallakurichi, Tamil Nadu - 606213. Ph: 04151-9781954"
16233,Smith Group Clinic,"No.585, 7, Indira Bazaar Street, Cross Cut Road, Saibaba Colony, Coimbatore, Tamil Nadu - 641015. Ph: 0422-5748310"
16234,Steele Group Clinic,"No.294/A, 10, Kamaraj South Street, Big Bazaar Street, Kinathukadavu, Coimbatore, Tamil Nadu - 641017. Ph: 0422-8653962"
16235,Sandoval PLC Clinic,"No.36/2, 1, Shiva Tank Street, Cumbum Road, Theni, Theni, Tamil Nadu - 625509. Ph: 04546-7388956"
16236,Russell Inc Clinic,"No.148, 44, Anna Cross Street, Avinashi Road, Kinathukadavu, Coimbatore, Tamil Nadu - 641076. Ph: 0422-5810975"
16237,"Dennis, Henry and Ruiz Clinic","No.928, 3, Gandhi Old Street, Maruthamalai Road, Annur, Coimbatore, Tamil Nadu - 641089. Ph: 0422-3144625"
16238,Hurley-Turner Clinic,"No.505/B, 35, Anna Cross Street, 2nd Cross Street, Porur, Chennai, Tamil Nadu - 600067. Ph: 044-8221040"
16239,Acosta-Taylor Clinic,"No.271/A, 22, Vinayagar School Road, Thiruvalluvar Salai, Neyveli, Cuddalore, Tamil Nadu - 607419. Ph: 04142-6599374"
16240,"Diaz, Frederick and Wilson Clinic","No.274, 28, Perumal Ambedkar Road, Rockfort Road, Woraiyur, Tiruchirappalli, Tamil Nadu - 620012. Ph: 0431-3063623"
16241,"Mcmahon, Beck and Torres Clinic","No.303/B, 43, Vivekananda Old Street, Vellore Road, Tiruvannamalai, Tiruvannamalai, Tamil Nadu - 606293. Ph: 04175-3861637"
16242,Hansen and Sons Clinic,"No.691/A, 30, Patel Hospital Road, Harbour Road, Kayalpattinam, Thoothukudi, Tamil Nadu - 628548. Ph: 0461-8798076"
16243,"Edwards, Alexander and Robinson Clinic","No.837/B, 26, Bharathiar New Street, Hospital Road, Sirkazhi, Mayiladuthurai, Tamil Nadu - 609138. Ph: 04364-4975772"
16244,Rivera Inc Clinic,"No.235/A, 50, Bharathiar Market Street, Thiruvalluvar Salai, Panruti, Cuddalore, Tamil Nadu - 607559. Ph: 04142-4623962"
16245,Bridges-Smith Clinic,"No.975/2, 15, Indira Old Street, Maruthamalai Road, Sulur, Coimbatore, Tamil Nadu - 641025. Ph: 0422-6381820"
16246,Mcpherson Inc Clinic,"No.355, 41, Subash Raja Street, Gandhi Nagar, Gandarvakottai, Pudukottai, Tamil Nadu - 622006. Ph: 04322-6784665"
16247,Pitts-Hayden Clinic,"No.783/1, 35, Vivekananda Gandhi Road, Pillayar Koil Street, Chengalpet, Kancheepuram, Tamil Nadu - 631507. Ph: 044-4556423"
16248,Wilson Inc Clinic,"No.623/A, 14, Shiva 2nd Street, Mattuthavani Road, KK Nagar, Madurai, Tamil Nadu - 625009. Ph: 0452-3167700"
16249,Cook Ltd Clinic,"No.820, 37, Periyar Raja Street, GST Road, Adyar, Chennai, Tamil Nadu - 600110. Ph: 044-2519149"
16250,"Church, Reyes and Holmes Clinic","No.994, 13, Rajaji Nehru Street, Bypass Road, Ranipet, Ranipet, Tamil Nadu - 632498. Ph: 04172-3392510"
16251,Burns and Sons Clinic,"No.201/1, 24, Nehru Raja Street, Oppanakara Street, Sulur, Coimbatore, Tamil Nadu - 641058. Ph: 0422-9463384"
16252,"Moss, Hamilton and Torres Clinic","No.82/B, 10, MGR Kamaraj Road, Market Street, Veppanthattai, Perambalur, Tamil Nadu - 621161. Ph: 04328-3497611"
16253,"Nelson, Dodson and Davis Clinic","No.576, 14, Gandhi Nehru Street, Station Road, Tirukoilur, Kallakurichi, Tamil Nadu - 606209. Ph: 04151-3520949"
16254,Carter-Simpson Clinic,"No.452/1, 2, APJ Kalam Big Street, Ayyasamy Road, Budalur, Thanjavur, Tamil Nadu - 613003. Ph: 04362-3419841"
16255,"Cantu, Harvey and Mclaughlin Clinic","No.103, 22, Anna Cross Street, Gandhi Road, Chengalpet, Kancheepuram, Tamil Nadu - 631534. Ph: 044-4175009"
16256,"Goodman, Walker and Medina Clinic","No.883, 5, Mariamman Main Road, Vellore Road, Tiruvannamalai, Tiruvannamalai, Tamil Nadu - 606728. Ph: 04175-8934289"
16257,Jordan-Ellis Clinic,"No.843/B, 38, Anna East Street, Cauvery Road, Gobichettipalayam, Erode, Tamil Nadu - 638002. Ph: 0424-2247141"
16258,Sharp-Reyes Clinic,"No.163, 46, MGR Nehru Street, Bharathidasan Road, KK Nagar, Tiruchirappalli, Tamil Nadu - 620002. Ph: 0431-2710817"
16259,"Morgan, Black and Petersen Clinic","No.894/A, 5, Nehru Old Street, Millerpuram Road, Tiruchendur, Thoothukudi, Tamil Nadu - 628373. Ph: 0461-5753487"
16260,White-Smith Clinic,"No.222, 7, Periyar 1st Street, Trichy Road, Namakkal, Namakkal, Tamil Nadu - 637315. Ph: 04286-5603620"
16261,Lawson and Sons Clinic,"No.856, 19, Nehru Nehru Street, Ayyasamy Road, Papanasam, Thanjavur, Tamil Nadu - 613010. Ph: 04362-3106144"
16262,Macias-Morgan Clinic,"No.653, 10, Vinayagar Cross Street, Omalur Road, Attur, Salem, Tamil Nadu - 636013. Ph: 0427-4628803"
16263,"Jones, Ali and Jackson Clinic","No.370, 15, Bharathiar New Street, Sathyamangalam Road, Sulur, Coimbatore, Tamil Nadu - 641093. Ph: 0422-9256125"
16264,"Robertson, Padilla and Owens Clinic","No.331/B, 50, Mariamman Big Street, Race Course Road, Mettupalayam, Coimbatore, Tamil Nadu - 641014. Ph: 0422-5224934"
16265,Hill-Edwards Clinic,"No.404/2, 31, Shiva 2nd Street, Ayyasamy Road, Thiruvaiyaru, Thanjavur, Tamil Nadu - 613007. Ph: 04362-6374672"
16266,"Cole, Garcia and Smith Clinic","No.9, 46, Subash Market Street, Perumal Koil Street, Rasipuram, Salem, Tamil Nadu - 636005. Ph: 0427-3643382"
16267,Wells-Mason Clinic,"No.211/2, 11, Murugan Gandhi Road, Madurai Road, Sivaganga, Sivaganga, Tamil Nadu - 630047. Ph: 04575-8347228"
16268,"Stokes, Oliver and Ellis Clinic","No.69/B, 4, Ambedkar Market Street, Palani Road, Kodaikanal, Dindigul, Tamil Nadu - 624134. Ph: 0451-9806224"
16269,"Small, Patel and Hernandez Clinic","No.55/A, 7, Subash West Street, Gandhiji Road, Erode, Erode, Tamil Nadu - 638010. Ph: 0424-7397749"
16270,"Keith, Stewart and Carter Clinic","No.966/2, 9, Nehru West Street, Krishnagiri Road, Ambur, Tirupathur, Tamil Nadu - 635851. Ph: 04179-5609967"
16271,"Williams, Ortiz and Smith Clinic","No.966, 44, Bharathiar School Road, Madurai Road, Sivaganga, Sivaganga, Tamil Nadu - 630684. Ph: 04575-4813270"
16272,Brown-Henry Clinic,"No.706/2, 30, Perumal Tank Street, Cherry Road, Mettur, Salem, Tamil Nadu - 636002. Ph: 0427-7404660"
16273,Hampton-Greene Clinic,"No.590/1, 38, Nehru Old Street, Station Road, Sankarapuram, Kallakurichi, Tamil Nadu - 606210. Ph: 04151-3610979"
16274,"Moore, Bryant and Cummings Clinic","No.34/2, 25, Periyar Bazaar Street, North Veli Street, Thirumangalam, Madurai, Tamil Nadu - 625006. Ph: 0452-6816409"
16275,Thompson PLC Clinic,"No.263/1, 31, Rajiv Anna Street, Hospital Road, Sirkazhi, Mayiladuthurai, Tamil Nadu - 609281. Ph: 04364-4762350"
16276,"Henson, Moore and Gibson Clinic","No.553/1, 9, Vivekananda Tank Street, Salem Road, Tindivanam, Villupuram, Tamil Nadu - 605145. Ph: 04146-9212058"
16277,Pearson-Shaw Clinic,"No.137/B, 14, Bharathiar Gandhi Road, Mundy Street, Uthamapalayam, Theni, Tamil Nadu - 625536. Ph: 04546-3872559"
16278,Nelson-Manning Clinic,"No.307/B, 34, Shiva Anna Street, Kumbakonam Road, Valangaiman, Tiruvarur, Tamil Nadu - 613653. Ph: 04366-3522465"
16279,Bridges PLC Clinic,"No.651/B, 20, Bharathiar East Street, Ayyasamy Road, Budalur, Thanjavur, Tamil Nadu - 613002. Ph: 04362-4390620"
16280,Jones-Allen Clinic,"No.41/B, 18, APJ Kalam Market Street, Palani Road, Nilakottai, Dindigul, Tamil Nadu - 624094. Ph: 0451-7694319"
16281,"Thomas, Miller and Tran Clinic","No.725/B, 43, APJ Kalam Market Street, Market Road, Karur, Karur, Tamil Nadu - 639012. Ph: 04324-3062684"
16282,Kelly-Porter Clinic,"No.571/1, 23, Perumal Anna Street, DB Road, RS Puram, Coimbatore, Tamil Nadu - 641055. Ph: 0422-3404982"
16283,Davenport-Knight Clinic,"No.517/1, 42, Rajaji East Street, Cross Cut Road, Sulur, Coimbatore, Tamil Nadu - 641004. Ph: 0422-6110970"
16284,"King, Liu and Martin Clinic","No.490/A, 16, Rajiv Big Street, Cauvery Road, Dharapuram, Erode, Tamil Nadu - 638001. Ph: 0424-3880773"
16285,Odom-Lopez Clinic,"No.463, 24, APJ Kalam East Street, Hospital Street, Tharangambadi, Nagapattinam, Tamil Nadu - 611016. Ph: 04365-4490978"
16286,Steele-Haynes Clinic,"No.888/B, 32, Bharathiar Bazaar Street, Bazaar Street, Ulundurpet, Villupuram, Tamil Nadu - 605423. Ph: 04146-9786030"
16287,Smith PLC Clinic,"No.961/A, 43, Vivekananda Kamaraj Road, Nethaji Road, Perundurai, Erode, Tamil Nadu - 638010. Ph: 0424-4992495"
16288,Jones-Hernandez Clinic,"No.342/2, 5, Nehru 3rd Street, Medical College Road, Kumbakonam, Thanjavur, Tamil Nadu - 613007. Ph: 04362-5007322"
16289,"Moore, James and Simpson Clinic","No.352/1, 43, Gandhi Bazaar Street, Saradha College Road, Salem, Salem, Tamil Nadu - 636008. Ph: 0427-6579773"
16290,Williams-Baker Clinic,"No.227/1, 24, Murugan Bazaar Street, Chennai Road, Cheyyar, Tiruvannamalai, Tamil Nadu - 606716. Ph: 04175-6318263"
16291,Flores-Callahan Clinic,"No.319/1, 20, Rajaji East Street, VOC Road, Bhavani, Erode, Tamil Nadu - 638003. Ph: 0424-8125055"
16292,Nguyen Group Clinic,"No.294/A, 24, Subash Anna Street, Race Course Road, Sulur, Coimbatore, Tamil Nadu - 641072. Ph: 0422-8903829"
16293,Winters-Rodgers Clinic,"No.274, 29, Gandhi East Street, Cauvery Road, Gobichettipalayam, Erode, Tamil Nadu - 638004. Ph: 0424-7496623"
16294,Burke Group Clinic,"No.671, 42, Ambedkar Old Street, Avinashi Road, Sulur, Coimbatore, Tamil Nadu - 641047. Ph: 0422-4058343"
16295,Johnson Ltd Clinic,"No.281/B, 8, Subash East Street, Vellore Road, Walajah, Ranipet, Tamil Nadu - 632502. Ph: 04172-2768625"
16296,"Bell, Crawford and Rojas Clinic","No.420/1, 37, Rajaji Kamaraj Road, Kumaran Road, Dharapuram, Tiruppur, Tamil Nadu - 641635. Ph: 0421-3230125"
16297,Jones PLC Clinic,"No.171/A, 4, Perumal Bazaar Street, Trichy Road, Kumbakonam, Thanjavur, Tamil Nadu - 613009. Ph: 04362-6804876"
16298,"Clark, Tran and Fox Clinic","No.463, 11, Ambedkar Anna Street, Old Mahabalipuram Road, Tambaram, Chennai, Tamil Nadu - 600095. Ph: 044-8957210"
16299,Harris PLC Clinic,"No.928/1, 46, Gandhi South Street, Madurai Road, Uthamapalayam, Theni, Tamil Nadu - 625539. Ph: 04546-7835883"
16300,Miller-Thompson Clinic,"No.711/1, 50, Rajaji Nehru Street, Rajiv Gandhi Salai, Nungambakkam, Chennai, Tamil Nadu - 600035. Ph: 044-8291334"
16301,Klein-Boyd Clinic,"No.905/1, 19, Mariamman Main Road, Krishnagiri Road, Pennagaram, Dharmapuri, Tamil Nadu - 636804. Ph: 04342-4201143"
16302,Anderson-Smith Clinic,"No.136/2, 3, Ambedkar 2nd Street, Mattuthavani Road, Vadipatti, Madurai, Tamil Nadu - 625011. Ph: 0452-7539898"
16303,"Terry, Gutierrez and Thompson Clinic","No.577, 2, Indira Main Road, Palladam Road, Dharapuram, Tiruppur, Tamil Nadu - 641670. Ph: 0421-7008555"
16304,"Turner, Peterson and Woodard Clinic","No.882/1, 12, Gandhi South Street, Junction Main Road, Rasipuram, Salem, Tamil Nadu - 636005. Ph: 0427-2546460"
16305,Proctor PLC Clinic,"No.291/A, 27, Rajaji Main Road, Gandhi Road, Tambaram, Kancheepuram, Tamil Nadu - 631535. Ph: 044-3418955"
16306,Carr-Davidson Clinic,"No.182/B, 30, Shiva West Street, East Car Street, Nagapattinam, Nagapattinam, Tamil Nadu - 611049. Ph: 04365-5496958"
16307,"Christensen, Ortiz and Blake Clinic","No.638, 42, Patel Ambedkar Road, Market Street, Walajah, Ranipet, Tamil Nadu - 632457. Ph: 04172-9030475"
16308,"Cortez, Schultz and Leonard Clinic","No.672/B, 11, Shiva Hospital Road, Officers Line, Wallajah, Vellore, Tamil Nadu - 632006. Ph: 0416-4284711"
16309,Moore Group Clinic,"No.73, 23, MGR Nehru Street, Rajiv Gandhi Salai, Mylapore, Chennai, Tamil Nadu - 600068. Ph: 044-5464480"
16310,Jensen and Sons Clinic,"No.749/A, 38, Anna New Street, DB Road, Kinathukadavu, Coimbatore, Tamil Nadu - 641104. Ph: 0422-3944310"
16311,Cook and Sons Clinic,"No.985, 25, Kamaraj 3rd Street, 2nd Cross Street, Kodambakkam, Chennai, Tamil Nadu - 600033. Ph: 044-4718235"
16312,"Lyons, Hall and White Clinic","No.169/1, 1, Vinayagar Ambedkar Road, Club Road, Coonoor, Nilgiris, Tamil Nadu - 643057. Ph: 0423-8945283"
16313,Scott-Lucas Clinic,"No.729/2, 37, Shiva Cross Street, OMR Road, Cheyyur, Chengalpet, Tamil Nadu - 603085. Ph: 044-9367879"
16314,Robinson Ltd Clinic,"No.366, 46, Gandhi South Street, Race Course Road, Pollachi, Coimbatore, Tamil Nadu - 641058. Ph: 0422-5818802"
16315,White-Garrison Clinic,"No.103/2, 38, Vinayagar Gandhi Road, 2nd Cross Street, Ambattur, Chennai, Tamil Nadu - 600106. Ph: 044-3687951"
16316,Andrews Inc Clinic,"No.732/2, 34, Rajaji Old Street, Market Street, Ranipet, Ranipet, Tamil Nadu - 632432. Ph: 04172-8738128"
16317,Hunt-Porter Clinic,"No.952/1, 3, Anna North Street, Trichy Road, Aravakurichi, Karur, Tamil Nadu - 639048. Ph: 04324-2771836"
16318,"Williams, Walton and Norton Clinic","No.417/1, 5, APJ Kalam Raja Street, Bypass Road, Paravai, Madurai, Tamil Nadu - 625004. Ph: 0452-6244707"
16319,Wells LLC Clinic,"No.429/1, 43, Subash 2nd Street, Gandhi Road, Bodinayakanur, Theni, Tamil Nadu - 625560. Ph: 04546-6137359"
16320,"Wright, Reed and Dalton Clinic","No.411/1, 32, Mariamman Bazaar Street, Market Street, Paramathi, Namakkal, Tamil Nadu - 637002. Ph: 04286-4695506"
16321,Hurst-Reid Clinic,"No.130/1, 38, Vivekananda School Road, Perundurai Road, Bhavani, Erode, Tamil Nadu - 638009. Ph: 0424-8473367"
16322,Fletcher-Miller Clinic,"No.88/B, 41, Bharathiar Raja Street, Market Street, Paramakudi, Ramanathapuram, Tamil Nadu - 623562. Ph: 04567-9906566"
16323,Salinas Inc Clinic,"No.647/1, 46, Periyar New Street, DB Road, Gandhipuram, Coimbatore, Tamil Nadu - 641084. Ph: 0422-2529523"
16324,"Parsons, Larsen and Woodward Clinic","No.162/B, 43, Murugan Anna Street, Hospital Street, Valangaiman, Tiruvarur, Tamil Nadu - 611655. Ph: 04366-8484630"
16325,Rogers LLC Clinic,"No.54/2, 46, Rajaji Hospital Road, Kamaraj Salai, Vadipatti, Madurai, Tamil Nadu - 625001. Ph: 0452-9597959"
16326,"Herrera, Garrison and Wilkins Clinic","No.255, 22, Vivekananda Nehru Street, Medical College Road, Kumbakonam, Thanjavur, Tamil Nadu - 613007. Ph: 04362-5242510"
16327,Flynn-Edwards Clinic,"No.298/B, 15, Vivekananda 3rd Street, Big Bazaar Street, Saibaba Colony, Coimbatore, Tamil Nadu - 641098. Ph: 0422-5604294"
16328,Taylor-Patterson Clinic,"No.734/B, 29, Nehru Market Street, Market Street, Tirukoilur, Kallakurichi, Tamil Nadu - 606206. Ph: 04151-4438285"
16329,"Wiggins, Savage and Jones Clinic","No.15/A, 42, Vivekananda New Street, Harbour Road, Tiruchendur, Thoothukudi, Tamil Nadu - 628381. Ph: 0461-4242652"
16330,"Perez, Martin and Goodman Clinic","No.800/A, 35, Kamaraj Anna Street, Sathyamangalam Road, RS Puram, Coimbatore, Tamil Nadu - 641030. Ph: 0422-3178708"
16331,"Carrillo, Roberts and Johnson Clinic","No.526/2, 29, Vinayagar South Street, Race Course Road, Saibaba Colony, Coimbatore, Tamil Nadu - 641113. Ph: 0422-4043205"
16332,Richards Group Clinic,"No.121/B, 5, Bharathiar Ambedkar Road, Salem Road, Ulundurpet, Kallakurichi, Tamil Nadu - 606204. Ph: 04151-7916137"
16333,"Anderson, Lane and Weaver Clinic","No.584, 42, Subash North Street, Periyar Bus Stand Road, Madurai, Madurai, Tamil Nadu - 625020. Ph: 0452-5970164"
16334,Branch LLC Clinic,"No.406/2, 15, Vivekananda North Street, Vellore Road, Vandavasi, Tiruvannamalai, Tamil Nadu - 606064. Ph: 04175-8348402"
16335,Hamilton-Perry Clinic,"No.93/2, 32, Vivekananda 1st Street, Beach Road, Paramakudi, Ramanathapuram, Tamil Nadu - 623581. Ph: 04567-6641363"
16336,Williams LLC Clinic,"No.693, 48, Rajaji Tank Street, Muniaandi Street, Mandapam, Ramanathapuram, Tamil Nadu - 623521. Ph: 04567-5674457"
16337,Walter-Thompson Clinic,"No.889/2, 41, Anna Gandhi Road, Salai Road, Ariyamangalam, Tiruchirappalli, Tamil Nadu - 620008. Ph: 0431-3382307"
16338,"Taylor, Russell and Gonzalez Clinic","No.784/1, 49, Vivekananda North Street, Hospital Street, Sirkazhi, Nagapattinam, Tamil Nadu - 611108. Ph: 04365-4153087"
16339,"Mills, Murphy and Reynolds Clinic","No.620, 22, MGR 3rd Street, Gandhi Nagar, Velachery, Chennai, Tamil Nadu - 600057. Ph: 044-6076020"
16340,"David, Guzman and Orozco Clinic","No.398/1, 10, Patel Old Street, Mathur Road, Bargur, Krishnagiri, Tamil Nadu - 635074. Ph: 04343-2998462"
16341,Ford-Brown Clinic,"No.451/B, 14, APJ Kalam Bazaar Street, Maruthamalai Road, Tirupur, Coimbatore, Tamil Nadu - 641075. Ph: 0422-4948883"
16342,Jimenez Group Clinic,"No.267/A, 18, MGR West Street, Nehru Street, Tirupur, Coimbatore, Tamil Nadu - 641032. Ph: 0422-8553211"
16343,Valdez-Burgess Clinic,"No.82/1, 26, Subash Big Street, Palladam Road, Udumalpet, Tiruppur, Tamil Nadu - 641615. Ph: 0421-8434823"
16344,Tran-Carter Clinic,"No.596, 41, Anna School Road, Bypass Road, Chengalpet, Chengalpet, Tamil Nadu - 603132. Ph: 044-4451759"
16345,King PLC Clinic,"No.776, 34, Murugan East Street, GST Road, Chengalpet, Chengalpet, Tamil Nadu - 603135. Ph: 044-5369200"
16346,"Johnson, Foster and Wood Clinic","No.156, 39, Vinayagar School Road, Salem Road, Kumarapalayam, Namakkal, Tamil Nadu - 637123. Ph: 04286-7569439"
16347,"Johnson, Robinson and Bell Clinic","No.596/1, 33, Shiva Old Street, Kumbakonam Road, Sirkazhi, Mayiladuthurai, Tamil Nadu - 609174. Ph: 04364-8086498"
16348,"Walker, Brooks and Smith Clinic","No.671, 14, Vivekananda North Street, Race Course Road, Pollachi, Coimbatore, Tamil Nadu - 641013. Ph: 0422-8523559"
