id,drug_name,generic_name,drug_strength,dosage_type,clinic
17300,Amoxicillin,Cetirizine,500mg,Syrup,16739
17301,Metformin,Metformin,5ml,Syrup,4245
17302,Paracetamol,Amoxicillin,250mg,Capsule,7860
17303,Ibuprofen,Cetirizine,500mg,Capsule,14058
17304,Cetirizine,Amoxicillin,500mg,Tablet,12714
17305,Metformin,Cetirizine,250mg,Tablet,10797
17306,Ibuprofen,Ibuprofen,250mg,Capsule,8733
17307,Aspirin,Cetirizine,250mg,Syrup,10426
17308,Amoxicillin,Ibuprofen,5ml,Capsule,12508
17309,Metformin,Ibuprofen,250mg,Injection,9730
17310,Cetirizine,Cetirizine,5ml,Syrup,7432
17311,Paracetamol,Metformin,650mg,Syrup,12995
17312,Paracetamol,Cetirizine,650mg,Injection,8974
17313,Cetirizine,Paracetamol,250mg,Syrup,7235
17314,Aspirin,Cetirizine,250mg,Tablet,245
17315,Aspirin,Paracetamol,650mg,Capsule,15402
17316,Amoxicillin,Aspirin,250mg,Syrup,12465
17317,Metformin,Ibuprofen,5ml,Injection,2215
17318,Aspirin,Ibuprofen,500mg,Syrup,9035
17319,Metformin,Metformin,650mg,Syrup,16725
17320,Paracetamol,Ibuprofen,250mg,Syrup,14645
17321,Ibuprofen,Metformin,500mg,Tablet,9501
17322,Amoxicillin,Ibuprofen,650mg,Capsule,18614
17323,Cetirizine,Cetirizine,5ml,Syrup,1427
17324,Cetirizine,Paracetamol,500mg,Tablet,8416
17325,Amoxicillin,Paracetamol,5ml,Capsule,16697
17326,Amoxicillin,Aspirin,500mg,Capsule,19636
17327,Aspirin,Ibuprofen,650mg,Capsule,18948
17328,Aspirin,Amoxicillin,650mg,Syrup,6639
17329,Metformin,Amoxicillin,650mg,Tablet,1414
17330,Cetirizine,Ibuprofen,650mg,Injection,1581
17331,Amoxicillin,Metformin,500mg,Capsule,4681
17332,Metformin,Cetirizine,650mg,Tablet,16363
17333,Metformin,Cetirizine,250mg,Injection,19907
17334,Amoxicillin,Amoxicillin,500mg,Syrup,12939
17335,Ibuprofen,Aspirin,650mg,Syrup,8673
17336,Paracetamol,Cetirizine,250mg,Tablet,16260
17337,Cetirizine,Paracetamol,650mg,Injection,2024
17338,Ibuprofen,Amoxicillin,500mg,Injection,5438
17339,Paracetamol,Metformin,650mg,Syrup,17375
17340,Aspirin,Cetirizine,500mg,Tablet,14218
17341,Ibuprofen,Ibuprofen,650mg,Tablet,11334
17342,Aspirin,Aspirin,250mg,Syrup,2228
17343,Paracetamol,Ibuprofen,500mg,Tablet,16471
17344,Ibuprofen,Cetirizine,250mg,Syrup,6383
17345,Ibuprofen,Amoxicillin,5ml,Capsule,6860
17346,Metformin,Paracetamol,250mg,Syrup,7614
17347,Amoxicillin,Ibuprofen,500mg,Syrup,6304
17348,Ibuprofen,Cetirizine,500mg,Injection,511
17349,Aspirin,Paracetamol,250mg,Syrup,9365
17350,Metformin,Cetirizine,250mg,Injection,5952
17351,Ibuprofen,Paracetamol,5ml,Capsule,9279
17352,Metformin,Cetirizine,650mg,Capsule,16367
17353,Aspirin,Amoxicillin,250mg,Capsule,16356
17354,Aspirin,Paracetamol,5ml,Injection,6875
17355,Amoxicillin,Cetirizine,650mg,Syrup,7615
17356,Metformin,Metformin,500mg,Injection,9344
17357,Cetirizine,Cetirizine,250mg,Injection,1734
17358,Metformin,Metformin,250mg,Capsule,1479
17359,Amoxicillin,Aspirin,500mg,Capsule,12708
17360,Cetirizine,Aspirin,250mg,Syrup,5904
17361,Ibuprofen,Cetirizine,250mg,Capsule,3169
17362,Aspirin,Ibuprofen,650mg,Injection,8364
17363,Paracetamol,Amoxicillin,500mg,Injection,8598
17364,Paracetamol,Paracetamol,650mg,Capsule,8633
17365,Paracetamol,Ibuprofen,650mg,Capsule,2537
17366,Ibuprofen,Aspirin,5ml,Tablet,16392
17367,Amoxicillin,Cetirizine,5ml,Capsule,9065
17368,Metformin,Amoxicillin,5ml,Capsule,9252
17369,Aspirin,Amoxicillin,5ml,Syrup,13445
17370,Ibuprofen,Aspirin,5ml,Injection,7183
17371,Paracetamol,Ibuprofen,650mg,Syrup,5038
17372,Cetirizine,Ibuprofen,250mg,Capsule,16066
17373,Ibuprofen,Cetirizine,5ml,Syrup,18886
17374,Aspirin,Metformin,5ml,Capsule,10481
17375,Aspirin,Ibuprofen,500mg,Tablet,18128
17376,Aspirin,Amoxicillin,500mg,Tablet,14930
17377,Paracetamol,Ibuprofen,650mg,Syrup,1263
17378,Paracetamol,Aspirin,5ml,Injection,853
17379,Aspirin,Metformin,250mg,Tablet,4508
17380,Paracetamol,Amoxicillin,650mg,Syrup,10878
17381,Metformin,Amoxicillin,5ml,Tablet,14469
17382,Ibuprofen,Cetirizine,650mg,Tablet,16802
17383,Aspirin,Ibuprofen,500mg,Injection,11221
17384,Amoxicillin,Ibuprofen,650mg,Syrup,8480
17385,Ibuprofen,Aspirin,500mg,Syrup,2518
17386,Paracetamol,Ibuprofen,250mg,Syrup,9333
17387,Amoxicillin,Aspirin,650mg,Syrup,5318
17388,Cetirizine,Metformin,5ml,Syrup,14935
17389,Ibuprofen,Metformin,250mg,Injection,11777
17390,Paracetamol,Ibuprofen,5ml,Capsule,1821
17391,Cetirizine,Cetirizine,500mg,Tablet,401
17392,Amoxicillin,Cetirizine,650mg,Injection,12022
17393,Cetirizine,Ibuprofen,5ml,Capsule,13043
17394,Metformin,Cetirizine,250mg,Injection,12229
17395,Ibuprofen,Amoxicillin,650mg,Syrup,19266
17396,Cetirizine,Aspirin,650mg,Injection,19487
17397,Cetirizine,Ibuprofen,500mg,Syrup,12793
17398,Cetirizine,Aspirin,500mg,Injection,4251
17399,Aspirin,Aspirin,650mg,Tablet,16966
17400,Paracetamol,Ibuprofen,650mg,Tablet,3072
17401,Metformin,Aspirin,5ml,Capsule,2079
17402,Metformin,Paracetamol,650mg,Capsule,688
17403,Ibuprofen,Aspirin,650mg,Injection,2824
17404,Cetirizine,Ibuprofen,500mg,Tablet,9704
17405,Paracetamol,Amoxicillin,5ml,Injection,18000
17406,Paracetamol,Metformin,650mg,Capsule,1445
17407,Amoxicillin,Ibuprofen,250mg,Tablet,19246
17408,Amoxicillin,Paracetamol,650mg,Capsule,8837
17409,Metformin,Amoxicillin,5ml,Syrup,18817
17410,Ibuprofen,Aspirin,5ml,Capsule,11279
17411,Paracetamol,Ibuprofen,250mg,Syrup,2479
17412,Paracetamol,Paracetamol,650mg,Syrup,9996
17413,Aspirin,Metformin,500mg,Syrup,11539
17414,Amoxicillin,Ibuprofen,500mg,Capsule,9123
17415,Metformin,Ibuprofen,5ml,Injection,868
17416,Ibuprofen,Metformin,250mg,Capsule,18790
17417,Metformin,Metformin,250mg,Capsule,9488
17418,Cetirizine,Metformin,650mg,Tablet,425
17419,Aspirin,Amoxicillin,5ml,Syrup,16199
17420,Amoxicillin,Amoxicillin,250mg,Injection,7961
17421,Paracetamol,Cetirizine,650mg,Injection,9863
17422,Amoxicillin,Ibuprofen,250mg,Injection,7099
17423,Aspirin,Paracetamol,250mg,Syrup,9833
17424,Ibuprofen,Aspirin,250mg,Tablet,800
17425,Amoxicillin,Ibuprofen,5ml,Capsule,10025
17426,Cetirizine,Amoxicillin,5ml,Syrup,5310
17427,Cetirizine,Cetirizine,650mg,Tablet,9863
17428,Aspirin,Aspirin,650mg,Tablet,2912
17429,Paracetamol,Paracetamol,500mg,Injection,9162
17430,Metformin,Metformin,500mg,Tablet,17348
17431,Amoxicillin,Amoxicillin,500mg,Syrup,8135
17432,Ibuprofen,Cetirizine,250mg,Tablet,5067
17433,Cetirizine,Cetirizine,650mg,Injection,9468
17434,Cetirizine,Ibuprofen,500mg,Injection,1449
17435,Metformin,Paracetamol,500mg,Syrup,1301
17436,Cetirizine,Amoxicillin,250mg,Syrup,8589
17437,Cetirizine,Metformin,650mg,Capsule,11279
17438,Aspirin,Paracetamol,500mg,Injection,15332
17439,Ibuprofen,Aspirin,5ml,Injection,2276
17440,Aspirin,Metformin,500mg,Injection,7977
17441,Cetirizine,Cetirizine,500mg,Injection,7698
17442,Metformin,Aspirin,250mg,Syrup,12078
17443,Ibuprofen,Ibuprofen,500mg,Capsule,11010
17444,Aspirin,Metformin,650mg,Injection,2102
17445,Aspirin,Aspirin,500mg,Capsule,17385
17446,Amoxicillin,Amoxicillin,250mg,Tablet,18280
17447,Metformin,Aspirin,500mg,Capsule,17731
17448,Cetirizine,Paracetamol,500mg,Tablet,10704
17449,Metformin,Cetirizine,250mg,Tablet,461
17450,Metformin,Cetirizine,650mg,Tablet,17470
17451,Ibuprofen,Ibuprofen,500mg,Tablet,12056
17452,Metformin,Metformin,650mg,Capsule,687
17453,Amoxicillin,Ibuprofen,250mg,Syrup,1707
17454,Metformin,Cetirizine,650mg,Tablet,9691
17455,Amoxicillin,Cetirizine,250mg,Tablet,15861
17456,Amoxicillin,Ibuprofen,250mg,Tablet,18529
17457,Paracetamol,Ibuprofen,650mg,Tablet,13431
17458,Ibuprofen,Paracetamol,650mg,Tablet,14660
17459,Cetirizine,Metformin,650mg,Injection,9952
17460,Amoxicillin,Paracetamol,5ml,Syrup,12030
17461,Metformin,Aspirin,650mg,Tablet,1117
17462,Paracetamol,Metformin,250mg,Syrup,19419
17463,Paracetamol,Amoxicillin,5ml,Syrup,16262
17464,Ibuprofen,Aspirin,500mg,Injection,7998
17465,Cetirizine,Metformin,5ml,Capsule,18285
17466,Amoxicillin,Aspirin,500mg,Capsule,8539
17467,Aspirin,Metformin,250mg,Tablet,5470
17468,Ibuprofen,Ibuprofen,5ml,Syrup,6103
17469,Amoxicillin,Aspirin,650mg,Syrup,11505
17470,Cetirizine,Aspirin,500mg,Capsule,951
17471,Cetirizine,Metformin,250mg,Tablet,13622
17472,Metformin,Metformin,5ml,Capsule,10786
17473,Ibuprofen,Metformin,250mg,Syrup,5195
17474,Paracetamol,Paracetamol,5ml,Tablet,15407
17475,Cetirizine,Ibuprofen,250mg,Capsule,10971
17476,Ibuprofen,Amoxicillin,5ml,Syrup,9856
17477,Aspirin,Metformin,250mg,Syrup,1060
17478,Ibuprofen,Paracetamol,250mg,Capsule,6422
17479,Metformin,Cetirizine,250mg,Syrup,18604
17480,Ibuprofen,Cetirizine,5ml,Tablet,13556
17481,Aspirin,Paracetamol,5ml,Injection,15044
17482,Metformin,Ibuprofen,650mg,Injection,9628
17483,Paracetamol,Ibuprofen,5ml,Tablet,16633
17484,Amoxicillin,Aspirin,250mg,Tablet,2633
17485,Paracetamol,Amoxicillin,500mg,Injection,16130
17486,Amoxicillin,Amoxicillin,650mg,Injection,1045
17487,Amoxicillin,Amoxicillin,650mg,Tablet,89
17488,Amoxicillin,Ibuprofen,650mg,Tablet,18137
17489,Amoxicillin,Aspirin,250mg,Tablet,6222
17490,Amoxicillin,Paracetamol,500mg,Syrup,15279
17491,Paracetamol,Metformin,5ml,Injection,16727
17492,Amoxicillin,Aspirin,650mg,Capsule,9669
17493,Amoxicillin,Cetirizine,500mg,Syrup,1792
17494,Cetirizine,Aspirin,250mg,Syrup,12096
17495,Ibuprofen,Amoxicillin,500mg,Injection,6815
17496,Amoxicillin,Amoxicillin,250mg,Capsule,12784
17497,Paracetamol,Amoxicillin,650mg,Syrup,12053
17498,Metformin,Paracetamol,5ml,Capsule,1579
17499,Paracetamol,Cetirizine,650mg,Syrup,17861
17500,Ibuprofen,Paracetamol,250mg,Tablet,15531
17501,Aspirin,Metformin,5ml,Tablet,2862
17502,Metformin,Ibuprofen,5ml,Capsule,6587
17503,Ibuprofen,Paracetamol,5ml,Syrup,17652
17504,Metformin,Ibuprofen,5ml,Capsule,7523
17505,Paracetamol,Cetirizine,650mg,Capsule,8202
17506,Aspirin,Aspirin,500mg,Tablet,5235
17507,Cetirizine,Aspirin,250mg,Capsule,10088
17508,Ibuprofen,Ibuprofen,5ml,Syrup,12187
17509,Amoxicillin,Metformin,250mg,Syrup,7201
17510,Amoxicillin,Metformin,250mg,Tablet,12966
17511,Metformin,Amoxicillin,650mg,Syrup,3194
17512,Paracetamol,Cetirizine,500mg,Tablet,18164
17513,Paracetamol,Amoxicillin,650mg,Capsule,5857
17514,Aspirin,Amoxicillin,5ml,Injection,10833
17515,Paracetamol,Aspirin,5ml,Capsule,1799
17516,Amoxicillin,Amoxicillin,500mg,Capsule,4755
17517,Paracetamol,Paracetamol,250mg,Tablet,6143
17518,Paracetamol,Ibuprofen,5ml,Injection,8517
17519,Cetirizine,Metformin,5ml,Syrup,17864
17520,Ibuprofen,Ibuprofen,250mg,Capsule,4863
17521,Amoxicillin,Aspirin,500mg,Injection,19184
17522,Cetirizine,Amoxicillin,5ml,Capsule,12307
17523,Metformin,Metformin,650mg,Injection,14301
17524,Cetirizine,Cetirizine,650mg,Tablet,2663
17525,Amoxicillin,Aspirin,250mg,Syrup,2223
17526,Amoxicillin,Paracetamol,250mg,Injection,17309
17527,Metformin,Amoxicillin,5ml,Injection,14199
17528,Metformin,Paracetamol,650mg,Syrup,16379
17529,Cetirizine,Ibuprofen,250mg,Capsule,18863
17530,Ibuprofen,Metformin,500mg,Syrup,15794
17531,Aspirin,Amoxicillin,250mg,Syrup,18529
17532,Paracetamol,Cetirizine,250mg,Syrup,16397
17533,Amoxicillin,Paracetamol,250mg,Syrup,15702
17534,Cetirizine,Cetirizine,650mg,Syrup,2508
17535,Aspirin,Paracetamol,5ml,Capsule,2457
17536,Aspirin,Amoxicillin,5ml,Injection,14017
17537,Aspirin,Paracetamol,650mg,Syrup,4400
17538,Ibuprofen,Paracetamol,650mg,Injection,3930
17539,Ibuprofen,Aspirin,650mg,Syrup,8292
17540,Paracetamol,Paracetamol,5ml,Tablet,16886
17541,Ibuprofen,Aspirin,500mg,Injection,3535
17542,Cetirizine,Cetirizine,650mg,Capsule,18936
17543,Aspirin,Paracetamol,5ml,Injection,13260
17544,Aspirin,Cetirizine,650mg,Tablet,3816
17545,Aspirin,Amoxicillin,5ml,Tablet,7149
17546,Amoxicillin,Cetirizine,250mg,Tablet,14142
17547,Cetirizine,Ibuprofen,650mg,Syrup,5076
17548,Paracetamol,Cetirizine,500mg,Tablet,18012
17549,Paracetamol,Cetirizine,5ml,Syrup,4614
17550,Ibuprofen,Cetirizine,500mg,Capsule,2053
17551,Metformin,Cetirizine,500mg,Capsule,12198
17552,Metformin,Aspirin,5ml,Injection,1087
17553,Paracetamol,Paracetamol,650mg,Capsule,2957
17554,Aspirin,Aspirin,650mg,Capsule,9714
17555,Amoxicillin,Paracetamol,5ml,Syrup,847
17556,Aspirin,Ibuprofen,500mg,Capsule,15043
17557,Paracetamol,Metformin,500mg,Injection,17125
17558,Metformin,Amoxicillin,650mg,Tablet,9357
17559,Aspirin,Ibuprofen,250mg,Injection,5000
17560,Ibuprofen,Ibuprofen,500mg,Injection,10436
17561,Paracetamol,Cetirizine,650mg,Injection,153
17562,Metformin,Amoxicillin,650mg,Capsule,8602
17563,Metformin,Aspirin,5ml,Injection,6828
17564,Metformin,Cetirizine,5ml,Capsule,5841
17565,Ibuprofen,Aspirin,650mg,Syrup,5488
17566,Amoxicillin,Cetirizine,250mg,Tablet,9938
17567,Aspirin,Ibuprofen,250mg,Syrup,11127
17568,Amoxicillin,Metformin,650mg,Tablet,3911
17569,Amoxicillin,Ibuprofen,250mg,Syrup,9264
17570,Ibuprofen,Ibuprofen,250mg,Capsule,15168
17571,Metformin,Metformin,650mg,Tablet,19564
17572,Amoxicillin,Ibuprofen,5ml,Capsule,13002
17573,Amoxicillin,Ibuprofen,250mg,Injection,9633
17574,Amoxicillin,Cetirizine,5ml,Syrup,7467
17575,Aspirin,Aspirin,5ml,Capsule,6778
17576,Metformin,Paracetamol,5ml,Tablet,164
17577,Metformin,Metformin,650mg,Syrup,7352
17578,Metformin,Paracetamol,5ml,Capsule,14298
17579,Ibuprofen,Ibuprofen,5ml,Tablet,18679
17580,Aspirin,Aspirin,5ml,Capsule,14535
17581,Ibuprofen,Aspirin,650mg,Injection,15313
17582,Paracetamol,Aspirin,500mg,Injection,7634
17583,Aspirin,Amoxicillin,500mg,Tablet,3470
17584,Metformin,Cetirizine,500mg,Capsule,5301
17585,Amoxicillin,Metformin,5ml,Injection,14576
17586,Cetirizine,Aspirin,250mg,Tablet,3705
17587,Aspirin,Cetirizine,250mg,Tablet,188
17588,Ibuprofen,Aspirin,5ml,Capsule,7157
17589,Metformin,Amoxicillin,250mg,Capsule,15001
17590,Aspirin,Metformin,250mg,Injection,10712
17591,Metformin,Aspirin,5ml,Capsule,13229
17592,Ibuprofen,Metformin,5ml,Syrup,8646
17593,Paracetamol,Metformin,500mg,Capsule,13478
17594,Paracetamol,Ibuprofen,250mg,Capsule,12349
17595,Ibuprofen,Metformin,500mg,Syrup,6716
17596,Aspirin,Cetirizine,500mg,Syrup,17602
17597,Amoxicillin,Metformin,500mg,Capsule,17842
17598,Amoxicillin,Metformin,250mg,Injection,1065
17599,Ibuprofen,Metformin,650mg,Tablet,6636
17600,Amoxicillin,Amoxicillin,650mg,Syrup,19712
17601,Aspirin,Metformin,650mg,Injection,5405
17602,Paracetamol,Metformin,5ml,Syrup,4227
17603,Amoxicillin,Amoxicillin,500mg,Injection,10652
17604,Ibuprofen,Ibuprofen,5ml,Tablet,2908
17605,Ibuprofen,Paracetamol,650mg,Injection,4585
17606,Ibuprofen,Paracetamol,250mg,Injection,8279
17607,Cetirizine,Cetirizine,250mg,Syrup,3544
17608,Aspirin,Cetirizine,5ml,Tablet,17265
17609,Metformin,Paracetamol,500mg,Injection,8988
17610,Paracetamol,Aspirin,250mg,Injection,15843
17611,Aspirin,Amoxicillin,650mg,Tablet,6430
17612,Aspirin,Cetirizine,5ml,Syrup,13670
17613,Paracetamol,Paracetamol,500mg,Tablet,13801
17614,Cetirizine,Amoxicillin,650mg,Capsule,7471
17615,Metformin,Paracetamol,5ml,Syrup,20
17616,Amoxicillin,Ibuprofen,250mg,Syrup,7466
17617,Aspirin,Paracetamol,250mg,Capsule,8521
17618,Ibuprofen,Amoxicillin,500mg,Capsule,11466
17619,Amoxicillin,Cetirizine,5ml,Tablet,12886
17620,Cetirizine,Paracetamol,500mg,Syrup,18277
17621,Aspirin,Metformin,650mg,Tablet,14711
17622,Amoxicillin,Ibuprofen,250mg,Tablet,8502
17623,Aspirin,Paracetamol,250mg,Capsule,324
17624,Ibuprofen,Amoxicillin,500mg,Injection,14994
17625,Aspirin,Ibuprofen,500mg,Tablet,5492
17626,Ibuprofen,Paracetamol,500mg,Tablet,10988
17627,Metformin,Metformin,650mg,Tablet,17520
17628,Aspirin,Aspirin,5ml,Injection,4715
17629,Cetirizine,Aspirin,250mg,Tablet,2630
17630,Ibuprofen,Paracetamol,250mg,Syrup,17001
17631,Metformin,Aspirin,250mg,Injection,14030
17632,Metformin,Metformin,500mg,Injection,18011
17633,Metformin,Metformin,500mg,Syrup,11286
17634,Cetirizine,Metformin,500mg,Syrup,1437
17635,Aspirin,Amoxicillin,250mg,Tablet,97
17636,Paracetamol,Amoxicillin,650mg,Tablet,18512
17637,Ibuprofen,Aspirin,250mg,Tablet,15891
17638,Paracetamol,Cetirizine,250mg,Syrup,14000
17639,Cetirizine,Amoxicillin,500mg,Capsule,8341
17640,Aspirin,Cetirizine,650mg,Tablet,4689
17641,Ibuprofen,Ibuprofen,500mg,Capsule,12504
17642,Paracetamol,Cetirizine,650mg,Tablet,6867
17643,Amoxicillin,Cetirizine,250mg,Tablet,18626
17644,Aspirin,Aspirin,650mg,Syrup,1375
17645,Amoxicillin,Paracetamol,5ml,Capsule,8975
17646,Paracetamol,Paracetamol,500mg,Capsule,5223
17647,Amoxicillin,Paracetamol,500mg,Tablet,9255
17648,Cetirizine,Amoxicillin,500mg,Injection,7163
17649,Amoxicillin,Metformin,650mg,Capsule,5055
17650,Amoxicillin,Paracetamol,500mg,Syrup,14250
17651,Amoxicillin,Aspirin,5ml,Tablet,5171
17652,Metformin,Ibuprofen,500mg,Injection,13335
17653,Cetirizine,Amoxicillin,5ml,Capsule,6711
17654,Aspirin,Cetirizine,5ml,Capsule,6991
17655,Ibuprofen,Aspirin,650mg,Syrup,18961
17656,Aspirin,Amoxicillin,500mg,Injection,6493
17657,Ibuprofen,Aspirin,650mg,Tablet,1604
17658,Cetirizine,Metformin,500mg,Capsule,9374
17659,Metformin,Cetirizine,250mg,Injection,19489
17660,Aspirin,Metformin,250mg,Injection,18060
17661,Ibuprofen,Metformin,5ml,Tablet,7610
17662,Metformin,Cetirizine,650mg,Capsule,14307
17663,Metformin,Paracetamol,250mg,Injection,18727
17664,Cetirizine,Amoxicillin,250mg,Tablet,12193
17665,Aspirin,Cetirizine,250mg,Injection,15556
17666,Paracetamol,Paracetamol,650mg,Tablet,2477
17667,Paracetamol,Ibuprofen,250mg,Injection,18179
17668,Amoxicillin,Aspirin,650mg,Syrup,16802
17669,Cetirizine,Amoxicillin,500mg,Tablet,12030
17670,Cetirizine,Paracetamol,500mg,Tablet,15839
17671,Paracetamol,Cetirizine,650mg,Tablet,15555
17672,Metformin,Paracetamol,650mg,Capsule,15119
17673,Amoxicillin,Ibuprofen,500mg,Syrup,19275
17674,Amoxicillin,Ibuprofen,500mg,Tablet,15531
17675,Amoxicillin,Ibuprofen,500mg,Tablet,1475
17676,Ibuprofen,Metformin,500mg,Capsule,1295
17677,Cetirizine,Aspirin,250mg,Capsule,2517
17678,Paracetamol,Paracetamol,250mg,Tablet,15073
17679,Amoxicillin,Cetirizine,650mg,Syrup,10683
17680,Ibuprofen,Amoxicillin,650mg,Capsule,4812
17681,Paracetamol,Metformin,5ml,Injection,18847
17682,Paracetamol,Cetirizine,250mg,Syrup,2922
17683,Ibuprofen,Aspirin,650mg,Tablet,8833
17684,Paracetamol,Metformin,650mg,Tablet,7801
17685,Amoxicillin,Metformin,500mg,Injection,4783
17686,Aspirin,Ibuprofen,500mg,Syrup,15573
17687,Ibuprofen,Aspirin,250mg,Tablet,10540
17688,Amoxicillin,Metformin,500mg,Syrup,1991
17689,Aspirin,Metformin,5ml,Tablet,7127
17690,Amoxicillin,Amoxicillin,250mg,Injection,19168
17691,Amoxicillin,Amoxicillin,250mg,Capsule,9682
17692,Ibuprofen,Paracetamol,5ml,Injection,6582
17693,Amoxicillin,Aspirin,650mg,Capsule,18854
17694,Ibuprofen,Amoxicillin,250mg,Syrup,16132
17695,Paracetamol,Paracetamol,5ml,Capsule,9310
17696,Metformin,Paracetamol,5ml,Tablet,5320
17697,Ibuprofen,Ibuprofen,650mg,Injection,15167
17698,Paracetamol,Paracetamol,5ml,Syrup,15429
17699,Ibuprofen,Amoxicillin,500mg,Syrup,10290
17700,Amoxicillin,Aspirin,650mg,Syrup,15136
17701,Metformin,Cetirizine,250mg,Capsule,285
17702,Cetirizine,Cetirizine,500mg,Syrup,2173
17703,Paracetamol,Paracetamol,250mg,Capsule,5835
17704,Cetirizine,Cetirizine,650mg,Syrup,2056
17705,Metformin,Paracetamol,650mg,Syrup,11034
17706,Cetirizine,Ibuprofen,5ml,Capsule,15513
17707,Aspirin,Aspirin,500mg,Syrup,14563
17708,Cetirizine,Ibuprofen,650mg,Capsule,14938
17709,Metformin,Paracetamol,250mg,Syrup,15424
17710,Amoxicillin,Paracetamol,250mg,Syrup,17879
17711,Cetirizine,Paracetamol,5ml,Injection,6266
17712,Metformin,Aspirin,500mg,Injection,6885
17713,Paracetamol,Metformin,250mg,Injection,17345
17714,Paracetamol,Ibuprofen,250mg,Injection,3452
17715,Aspirin,Paracetamol,5ml,Syrup,13629
17716,Ibuprofen,Amoxicillin,5ml,Tablet,7234
17717,Metformin,Paracetamol,500mg,Injection,19371
17718,Cetirizine,Metformin,5ml,Tablet,8134
17719,Aspirin,Paracetamol,500mg,Injection,11211
17720,Metformin,Aspirin,250mg,Tablet,9805
17721,Amoxicillin,Paracetamol,250mg,Syrup,7909
17722,Amoxicillin,Paracetamol,650mg,Capsule,18587
17723,Paracetamol,Metformin,250mg,Injection,7423
17724,Metformin,Paracetamol,650mg,Injection,9978
17725,Cetirizine,Cetirizine,250mg,Capsule,5392
17726,Ibuprofen,Metformin,5ml,Injection,14774
17727,Amoxicillin,Amoxicillin,5ml,Capsule,13712
17728,Amoxicillin,Metformin,650mg,Capsule,10320
17729,Aspirin,Cetirizine,5ml,Capsule,19587
17730,Metformin,Ibuprofen,5ml,Syrup,2860
17731,Cetirizine,Paracetamol,500mg,Tablet,15279
17732,Aspirin,Aspirin,650mg,Injection,15445
17733,Ibuprofen,Aspirin,650mg,Tablet,7921
17734,Metformin,Amoxicillin,250mg,Syrup,4378
17735,Metformin,Paracetamol,250mg,Syrup,2892
17736,Ibuprofen,Paracetamol,650mg,Tablet,8238
17737,Cetirizine,Ibuprofen,250mg,Tablet,4869
17738,Paracetamol,Paracetamol,500mg,Tablet,7554
17739,Amoxicillin,Ibuprofen,250mg,Tablet,12807
17740,Paracetamol,Cetirizine,250mg,Capsule,17565
17741,Paracetamol,Paracetamol,5ml,Capsule,9760
17742,Cetirizine,Ibuprofen,250mg,Capsule,14963
17743,Paracetamol,Cetirizine,250mg,Injection,17506
17744,Amoxicillin,Amoxicillin,250mg,Capsule,19545
17745,Metformin,Aspirin,650mg,Syrup,12967
17746,Cetirizine,Metformin,500mg,Syrup,11664
17747,Aspirin,Aspirin,5ml,Capsule,9033
17748,Paracetamol,Metformin,500mg,Capsule,15535
17749,Metformin,Cetirizine,650mg,Tablet,17792
17750,Metformin,Ibuprofen,500mg,Injection,16363
17751,Ibuprofen,Paracetamol,650mg,Injection,7107
17752,Amoxicillin,Ibuprofen,500mg,Syrup,42
17753,Paracetamol,Aspirin,5ml,Capsule,9867
17754,Cetirizine,Aspirin,250mg,Capsule,7357
17755,Ibuprofen,Amoxicillin,650mg,Syrup,4841
17756,Amoxicillin,Aspirin,250mg,Tablet,8907
17757,Metformin,Amoxicillin,500mg,Capsule,4439
17758,Ibuprofen,Metformin,250mg,Syrup,4788
17759,Cetirizine,Metformin,5ml,Syrup,8022
17760,Amoxicillin,Amoxicillin,650mg,Tablet,18738
17761,Metformin,Ibuprofen,500mg,Syrup,7987
17762,Cetirizine,Metformin,5ml,Syrup,11056
17763,Cetirizine,Metformin,500mg,Syrup,9817
17764,Cetirizine,Paracetamol,250mg,Injection,6947
17765,Cetirizine,Aspirin,650mg,Syrup,4757
17766,Metformin,Cetirizine,5ml,Tablet,3817
17767,Amoxicillin,Metformin,650mg,Injection,530
17768,Ibuprofen,Metformin,250mg,Injection,14295
17769,Paracetamol,Metformin,5ml,Capsule,17309
17770,Aspirin,Paracetamol,500mg,Capsule,18261
17771,Paracetamol,Aspirin,650mg,Tablet,2492
17772,Aspirin,Paracetamol,500mg,Tablet,4836
17773,Paracetamol,Paracetamol,650mg,Injection,5778
17774,Paracetamol,Ibuprofen,500mg,Tablet,2933
17775,Paracetamol,Paracetamol,500mg,Injection,8648
17776,Cetirizine,Metformin,5ml,Syrup,403
17777,Aspirin,Paracetamol,650mg,Tablet,3803
17778,Cetirizine,Aspirin,250mg,Syrup,12031
17779,Metformin,Amoxicillin,5ml,Tablet,9049
17780,Aspirin,Aspirin,650mg,Syrup,16161
17781,Aspirin,Amoxicillin,250mg,Syrup,72
17782,Ibuprofen,Cetirizine,650mg,Injection,18140
17783,Paracetamol,Metformin,5ml,Tablet,17016
17784,Metformin,Amoxicillin,650mg,Syrup,3553
17785,Aspirin,Paracetamol,500mg,Tablet,12719
17786,Metformin,Cetirizine,250mg,Syrup,17997
17787,Ibuprofen,Paracetamol,650mg,Syrup,3194
17788,Ibuprofen,Metformin,250mg,Injection,12716
17789,Ibuprofen,Ibuprofen,650mg,Syrup,3211
17790,Amoxicillin,Aspirin,500mg,Injection,7304
17791,Metformin,Ibuprofen,5ml,Injection,15853
