id,clinic_name,clinic_address_1
15625,"Miranda, Sutton and Benitez Clinic","No.63/2, 38, Patel Gandhi Road, Trichy Road, Coimbatore, Coimbatore, Tamil Nadu - 641071. Ph: 0422-4126951"
15626,"Garcia Inc Clinic","No.477, 44, Ambedkar Cross Street, Sathyamangalam Road, Sulur, Coimbatore, Tamil Nadu - 641103. Ph: 0422-8288719"
15627,"Smith, Gutierrez and Wolfe Clinic","No.182/1, 43, Subash 1st Street, Cauvery Road, Dharapuram, Erode, Tamil Nadu - 638004. Ph: 0424-4111327"
15628,"Anderson-Rios Clinic","No.626/1, 50, Rajaji Periyar Street, Kumaran Road, Palladam, Tiruppur, Tamil Nadu - 641627. Ph: 0421-2724775"
15629,"Murphy, Dillon and Carlson Clinic","No.859, 35, Vinayagar Hospital Road, Mannargudi Road, Nannilam, Tiruvarur, Tamil Nadu - 611528. Ph: 04366-8226990"
15630,"Love Group Clinic","No.855/1, 11, Subash Kamaraj Road, Cross Cut Road, Gandhipuram, Coimbatore, Tamil Nadu - 641052. Ph: 0422-5070517"
15631,"English, Parker and White Clinic","No.442/A, 36, Patel Raja Street, Kalavasal, Anna Nagar, Madurai, Tamil Nadu - 625016. Ph: 0452-8962623"
15632,"Miller, Taylor and Rose Clinic","No.4/B, 47, Indira Nehru Street, Anna Salai, Tiruppattur, Sivaganga, Tamil Nadu - 630232. Ph: 04575-3715471"
15633,"Farmer Ltd Clinic","No.24/B, 32, Vinayagar 1st Street, Commercial Road, Pandalur, Nilgiris, Tamil Nadu - 643224. Ph: 0423-4881054"
15634,"Rivers LLC Clinic","No.445, 28, APJ Kalam West Street, Gandhi Nagar, Tambaram, Chennai, Tamil Nadu - 600003. Ph: 044-4157252"
15635,"Benitez PLC Clinic","No.920/B, 12, Vivekananda West Street, Old Mahabalipuram Road, Anna Nagar, Chennai, Tamil Nadu - 600005. Ph: 044-4049828"
15636,"Alvarez, Newton and Rasmussen Clinic","No.246/B, 50, MGR East Street, 2nd Cross Street, Chromepet, Chennai, Tamil Nadu - 600043. Ph: 044-9465776"
15637,"Cunningham-Cooper Clinic","No.464/A, 13, Nehru East Street, Nehru Street, T.Nagar, Chennai, Tamil Nadu - 600079. Ph: 044-8599833"
15638,"Trujillo-Hicks Clinic","No.619, 17, APJ Kalam Big Street, Raja Street, Pattukottai, Thanjavur, Tamil Nadu - 613006. Ph: 04362-2924642"
15639,"Robertson, Wilson and Frey Clinic","No.293, 2, Ambedkar Anna Street, Trichy Road, Gandhipuram, Coimbatore, Tamil Nadu - 641062. Ph: 0422-4240364"
15640,"Moore-Nichols Clinic","No.845/2, 44, Ambedkar Big Street, DB Road, Kinathukadavu, Coimbatore, Tamil Nadu - 641022. Ph: 0422-7808137"
15641,"Walker, Schwartz and Estrada Clinic","No.318/2, 27, Anna North Street, Rajiv Gandhi Salai, Avadi, Chennai, Tamil Nadu - 600049. Ph: 044-4029462"
15642,"Hamilton-Gray Clinic","No.13/B, 47, Subash School Road, Anna Salai, Kodambakkam, Chennai, Tamil Nadu - 600005. Ph: 044-7008586"
15643,"Munoz-Nguyen Clinic","No.414/1, 37, Perumal Kovil Street, Mattuthavani Road, Vadipatti, Madurai, Tamil Nadu - 625001. Ph: 0452-9619281"
15644,"Bell-Smith Clinic","No.842/B, 18, Gandhi Main Road, Hospital Road, Chidambaram, Cuddalore, Tamil Nadu - 607347. Ph: 04142-2823115"
15645,"Cross, Hinton and Stevens Clinic","No.511/2, 16, Gandhi Gandhi Road, Chinthamani Road, Srirangam, Tiruchirappalli, Tamil Nadu - 620008. Ph: 0431-4566368"
15646,"Mathis, Medina and Newman Clinic","No.865/2, 7, Kamaraj South Street, Vellore Road, Polur, Tiruvannamalai, Tamil Nadu - 606657. Ph: 04175-9514669"
15647,"Mendez, Russell and Gilmore Clinic","No.54, 5, Perumal Main Road, Avinashi Road, Coimbatore, Coimbatore, Tamil Nadu - 641055. Ph: 0422-7313185"
15648,"Gill, Griffith and Huerta Clinic","No.212/A, 47, Kamaraj Kovil Street, Avinashi Road, Mettupalayam, Coimbatore, Tamil Nadu - 641029. Ph: 0422-8807699"
15649,"Nicholson-Hughes Clinic","No.544/1, 30, Rajaji South Street, Omalur Road, Salem, Salem, Tamil Nadu - 636016. Ph: 0427-2331663"
15650,"Jackson, Cook and Martinez Clinic","No.565/2, 30, Patel South Street, Trichy Road, Karambakudi, Pudukottai, Tamil Nadu - 622456. Ph: 04322-2239085"
15651,"Anderson PLC Clinic","No.814/1, 6, Bharathiar South Street, Periyar Bus Stand Road, KK Nagar, Madurai, Tamil Nadu - 625013. Ph: 0452-8126851"
15652,"Conway-Robertson Clinic","No.579/B, 23, Kamaraj School Road, Station Road, Sriperumbudur, Kancheepuram, Tamil Nadu - 631508. Ph: 044-8466525"
15653,"Wilcox, Ortega and Ford Clinic","No.670, 8, APJ Kalam Hospital Road, Hospital Road, Andimadam, Ariyalur, Tamil Nadu - 621728. Ph: 04329-5915488"
15654,"Simpson, Carr and Hanson Clinic","No.435/B, 39, Indira Old Street, Station Road, Ulundurpet, Kallakurichi, Tamil Nadu - 606204. Ph: 04151-2509020"
15655,"Page-Mcdowell Clinic","No.436/A, 46, Periyar 1st Street, East Car Street, Sirkazhi, Nagapattinam, Tamil Nadu - 611002. Ph: 04365-7205626"
15656,"Cantrell, Boyd and Williams Clinic","No.729/2, 14, Murugan 1st Street, Bypass Road, Theni, Theni, Tamil Nadu - 625551. Ph: 04546-9860846"
15657,"Hubbard Ltd Clinic","No.236/A, 44, Vinayagar Gandhi Road, Old Mahabalipuram Road, Mylapore, Chennai, Tamil Nadu - 600068. Ph: 044-2556585"
15658,"Turner, Sims and Villanueva Clinic","No.565/2, 21, Vinayagar Old Street, Girivalam Road, Polur, Tiruvannamalai, Tamil Nadu - 606738. Ph: 04175-5228598"
15659,"Brady, Freeman and Goodwin Clinic","No.8, 4, Periyar 3rd Street, Gandhi Road, Vedaranyam, Nagapattinam, Tamil Nadu - 611088. Ph: 04365-9318471"
15660,"Hawkins PLC Clinic","No.970/1, 34, Periyar Ambedkar Road, Periyar Bus Stand Road, KK Nagar, Madurai, Tamil Nadu - 625012. Ph: 0452-2481667"
15661,"Norman, Moss and Stark Clinic","No.595, 38, Murugan Kamaraj Road, Erode Road, Kulithalai, Karur, Tamil Nadu - 639005. Ph: 04324-9472476"
15662,"Wiley Inc Clinic","No.656/2, 16, Gandhi West Street, Market Street, Kadayanallur, Tenkasi, Tamil Nadu - 627856. Ph: 04633-9827678"
15663,"Franklin-Jones Clinic","No.481/A, 47, Shiva Nehru Street, Race Course Road, Annur, Coimbatore, Tamil Nadu - 641080. Ph: 0422-4172778"
15664,"Vazquez-Patrick Clinic","No.315/2, 46, Nehru Raja Street, Bypass Road, Tirukoilur, Kallakurichi, Tamil Nadu - 606212. Ph: 04151-6758749"
15665,"Love, Martin and Mcintosh Clinic","No.708, 47, Periyar Cross Street, Hospital Road, Cuddalore, Cuddalore, Tamil Nadu - 607052. Ph: 04142-6033389"
15666,"Garcia, Becker and Rasmussen Clinic","No.569/2, 32, Rajaji Anna Street, Bypass Road, Polur, Tiruvannamalai, Tamil Nadu - 606226. Ph: 04175-6844406"
15667,"Baxter LLC Clinic","No.779/B, 35, Ambedkar 1st Street, Cross Cut Road, RS Puram, Coimbatore, Tamil Nadu - 641073. Ph: 0422-2301572"
15668,"Cooper-Ruiz Clinic","No.577/B, 10, Vivekananda East Street, Nehru Street, Chromepet, Chennai, Tamil Nadu - 600080. Ph: 044-3926862"
15669,"Wilson Inc Clinic","No.17, 9, Gandhi Ambedkar Road, Club Road, Kotagiri, Nilgiris, Tamil Nadu - 643230. Ph: 0423-8926654"
15670,"Wilson-Hammond Clinic","No.552/1, 16, Rajaji 2nd Street, Bypass Road, Uthiramerur, Kancheepuram, Tamil Nadu - 631561. Ph: 044-7224687"
15671,"Nguyen-Schmidt Clinic","No.542/1, 37, Gandhi Market Street, 1st Main Road, Ambattur, Chennai, Tamil Nadu - 600118. Ph: 044-6892007"
15672,"Davidson, Romero and Wilson Clinic","No.713/B, 12, Subash East Street, Kangeyam Road, Dharapuram, Tiruppur, Tamil Nadu - 641662. Ph: 0421-6785558"
15673,"Wiggins-Steele Clinic","No.257/1, 18, Rajaji Kovil Street, Salem Road, Kunnam, Perambalur, Tamil Nadu - 621129. Ph: 04328-9436303"
15674,"Jennings-Love Clinic","No.134/1, 4, Vivekananda 3rd Street, Car Street, Poompuhar, Mayiladuthurai, Tamil Nadu - 609614. Ph: 04364-3416286"
15675,"Moreno-Evans Clinic","No.595/1, 2, Kamaraj Kovil Street, Williams Road, Kulithalai, Tiruchirappalli, Tamil Nadu - 620011. Ph: 0431-5086991"
15676,"George Group Clinic","No.895, 27, APJ Kalam North Street, Kalavasal, Arapalayam, Madurai, Tamil Nadu - 625010. Ph: 0452-8335543"
15677,"Edwards, Gonzalez and Miller Clinic","No.531, 7, Vivekananda Hospital Road, Kamaraj Road, Tiruppur, Tiruppur, Tamil Nadu - 641655. Ph: 0421-6460791"
15678,"Nichols, Holmes and Hayes Clinic","No.200/1, 13, Perumal South Street, Oppanakara Street, Peelamedu, Coimbatore, Tamil Nadu - 641086. Ph: 0422-5062696"
15679,"Clark Ltd Clinic","No.623/A, 17, Patel Bazaar Street, Anna Salai, Ambattur, Chennai, Tamil Nadu - 600049. Ph: 044-2054418"
15680,"Lin-Craig Clinic","No.235, 40, Patel 3rd Street, Kangeyam Road, Palladam, Tiruppur, Tamil Nadu - 641650. Ph: 0421-9574694"
15681,"Franklin PLC Clinic","No.370, 44, Murugan Kamaraj Road, Salem Road, Rasipuram, Namakkal, Tamil Nadu - 637218. Ph: 04286-8836792"
15682,"Smith and Sons Clinic","No.726, 46, Bharathiar 1st Street, Mount Road, Ambattur, Chennai, Tamil Nadu - 600111. Ph: 044-4917469"
15683,"Butler and Sons Clinic","No.186/1, 44, Gandhi Tank Street, Kumbakonam Road, Poompuhar, Mayiladuthurai, Tamil Nadu - 609274. Ph: 04364-2310992"
15684,"Thompson-Brooks Clinic","No.627, 30, Periyar Gandhi Road, West Car Street, Valangaiman, Tiruvarur, Tamil Nadu - 613034. Ph: 04366-4293193"
15685,"Yang Group Clinic","No.384/B, 1, Bharathiar Gandhi Road, Market Street, Ranipet, Ranipet, Tamil Nadu - 632484. Ph: 04172-9210463"
15686,"Ryan, Flores and Phillips Clinic","No.6/2, 40, Bharathiar Big Street, Shevapet, Attur, Salem, Tamil Nadu - 636012. Ph: 0427-9599886"
15687,"Martin, Thomas and Brewer Clinic","No.954/A, 42, Shiva School Road, GST Road, Pondicherry Border, Chengalpet, Tamil Nadu - 603146. Ph: 044-9052263"
15688,"Lambert-Miller Clinic","No.391, 10, Mariamman Raja Street, Station Road, Vaniyambadi, Tirupathur, Tamil Nadu - 635667. Ph: 04179-8071618"
15689,"Morgan, Villarreal and Graham Clinic","No.800, 31, Perumal Market Street, Gandhi Nagar, Jayankondam, Ariyalur, Tamil Nadu - 621722. Ph: 04329-7094178"
15690,"Kim, Barr and Castro Clinic","No.303, 5, Indira Main Road, Market Street, Mayiladuthurai, Mayiladuthurai, Tamil Nadu - 609437. Ph: 04364-7924029"
15691,"Russell-Richardson Clinic","No.482/2, 47, Mariamman Ambedkar Road, Arcot Road, Vaniyambadi, Vellore, Tamil Nadu - 632011. Ph: 0416-2102107"
15692,"Payne PLC Clinic","No.55/A, 4, Perumal West Street, Poonamallee High Road, Kodambakkam, Chennai, Tamil Nadu - 600045. Ph: 044-9513371"
15693,"Baker, Bell and Williams Clinic","No.193/A, 3, Vinayagar 1st Street, Krishnagiri Road, Pennagaram, Dharmapuri, Tamil Nadu - 636714. Ph: 04342-2292543"
15694,"Ray and Sons Clinic","No.615/2, 47, APJ Kalam 3rd Street, Railway Station Road, Dindigul, Dindigul, Tamil Nadu - 624030. Ph: 0451-6114101"
15695,"Sanders-Garcia Clinic","No.636/B, 9, Rajaji Ambedkar Road, Gandhiji Road, Erode, Erode, Tamil Nadu - 638009. Ph: 0424-2652526"
15696,"Rivera, Morgan and Brown Clinic","No.986/B, 26, Ambedkar Periyar Street, Tenkasi Road, Sivakasi, Virudhunagar, Tamil Nadu - 626183. Ph: 04562-8201772"
15697,"Huff-Hurley Clinic","No.590/A, 22, MGR Old Street, Medical College Road, Pattukottai, Thanjavur, Tamil Nadu - 613006. Ph: 04362-8203389"
15698,"Hall-Williams Clinic","No.27, 15, Mariamman Ambedkar Road, Harbour Road, Ottapidaram, Thoothukudi, Tamil Nadu - 628177. Ph: 0461-4590349"
15699,"Goodwin and Sons Clinic","No.95, 8, Rajiv Old Street, Trichy Road, RS Puram, Coimbatore, Tamil Nadu - 641091. Ph: 0422-4072817"
15700,"Gutierrez Group Clinic","No.633/A, 46, Indira Periyar Street, Arcot Road, Katpadi, Vellore, Tamil Nadu - 632011. Ph: 0416-4076561"
15701,"Elliott, Curtis and Davis Clinic","No.836, 2, Vivekananda School Road, Bangalore Road, Hosur, Krishnagiri, Tamil Nadu - 635009. Ph: 04343-8882321"
15702,"Collins LLC Clinic","No.324, 23, Patel West Street, Mill Street, Udumalpet, Tiruppur, Tamil Nadu - 641630. Ph: 0421-8126917"
15703,"Stevens-Carrillo Clinic","No.352, 9, Bharathiar 2nd Street, East Car Street, Tiruvarur, Tiruvarur, Tamil Nadu - 611495. Ph: 04366-4306681"
15704,"Dominguez Ltd Clinic","No.551/B, 14, Vinayagar East Street, Perundurai Road, Sathyamangalam, Erode, Tamil Nadu - 638002. Ph: 0424-5941869"
15705,"Pratt Inc Clinic","No.401/1, 27, Anna Nehru Street, Maruthamalai Road, Gandhipuram, Coimbatore, Tamil Nadu - 641017. Ph: 0422-9128042"
15706,"Fernandez-Smith Clinic","No.902/2, 50, Shiva New Street, Club Road, Kotagiri, Nilgiris, Tamil Nadu - 643171. Ph: 0423-2822963"
15707,"Williams-Thompson Clinic","No.24/A, 49, Perumal 2nd Street, Bypass Road, Nilakottai, Dindigul, Tamil Nadu - 624493. Ph: 0451-8107293"
15708,"Stewart-Olsen Clinic","No.603/A, 35, APJ Kalam Big Street, Five Roads, Fairlands, Salem, Tamil Nadu - 636002. Ph: 0427-4239401"
15709,"Garcia-Kelly Clinic","No.226, 45, Anna Kamaraj Road, 2nd Cross Street, Ambattur, Chennai, Tamil Nadu - 600067. Ph: 044-4425453"
15710,"Richardson, Spencer and Davis Clinic","No.24, 7, Nehru Raja Street, Arcot Road, Katpadi, Vellore, Tamil Nadu - 632008. Ph: 0416-2866895"
15711,"Adams, Davis and Rowe Clinic","No.828/B, 41, Mariamman North Street, Big Bazaar Street, Singanallur, Coimbatore, Tamil Nadu - 641060. Ph: 0422-2048786"
15712,"Torres-Long Clinic","No.789, 4, Indira Gandhi Road, North Veli Street, Madurai, Madurai, Tamil Nadu - 625020. Ph: 0452-4798517"
15713,"Dodson-Reed Clinic","No.103/1, 16, Shiva Kamaraj Road, Anna Salai, Kodambakkam, Chennai, Tamil Nadu - 600117. Ph: 044-3139547"
15714,"Snow Inc Clinic","No.764, 21, APJ Kalam Periyar Street, Old Mahabalipuram Road, Royapettah, Chennai, Tamil Nadu - 600048. Ph: 044-8517363"
15715,"Morrison, Reed and Davis Clinic","No.374/1, 41, Patel Main Road, Anna Salai, Kodambakkam, Chennai, Tamil Nadu - 600099. Ph: 044-7211927"
15716,"Hunter LLC Clinic","No.567/B, 39, Nehru Cross Street, Beach Road, Kilvelur, Nagapattinam, Tamil Nadu - 611106. Ph: 04365-9104999"
15717,"Hogan, Gould and Sanders Clinic","No.261, 21, Murugan Kamaraj Road, Trichy Road, Gandhipuram, Coimbatore, Tamil Nadu - 641023. Ph: 0422-3089372"
15718,"Barron-Willis Clinic","No.641/2, 26, Rajiv Big Street, Thiruvalluvar Salai, Panruti, Cuddalore, Tamil Nadu - 607517. Ph: 04142-7288805"
15719,"Peck, Johnson and Johnson Clinic","No.548/A, 40, Rajiv South Street, Nethaji Road, Sathyamangalam, Erode, Tamil Nadu - 638005. Ph: 0424-6934934"
15720,"Lin, Castro and Cruz Clinic","No.883, 18, Periyar South Street, Subash Road, Chidambaram, Cuddalore, Tamil Nadu - 607573. Ph: 04142-4409539"
15721,"Adams, Fox and Mitchell Clinic","No.460/1, 43, Bharathiar 3rd Street, Raja Street, Thiruvaiyaru, Thanjavur, Tamil Nadu - 613007. Ph: 04362-9066882"
15722,"Baker, Reynolds and Johnson Clinic","No.843/2, 18, MGR Nehru Street, Kalavasal, KK Nagar, Madurai, Tamil Nadu - 625012. Ph: 0452-2031784"
15723,"Williams, Sullivan and Evans Clinic","No.806/2, 13, MGR Cross Street, Avinashi Road, Mettupalayam, Coimbatore, Tamil Nadu - 641084. Ph: 0422-6890973"
15724,"Johnson, Chang and Perez Clinic","No.801, 47, Patel 3rd Street, 1st Main Road, Mylapore, Chennai, Tamil Nadu - 600076. Ph: 044-7480141"
15725,"Adams LLC Clinic","No.191/1, 39, Murugan Big Street, Salem Road, Pennagaram, Dharmapuri, Tamil Nadu - 636753. Ph: 04342-8052230"
15726,"Reyes, Salazar and Maynard Clinic","No.91/A, 10, Rajiv Kovil Street, Gandhi Nagar, Vellore, Vellore, Tamil Nadu - 632001. Ph: 0416-7081272"
15727,"Esparza-Rios Clinic","No.692/2, 17, Ambedkar Kovil Street, Poonamallee High Road, Kodambakkam, Chennai, Tamil Nadu - 600106. Ph: 044-2243847"
15728,"Alexander, Stewart and Wagner Clinic","No.164, 47, Subash Nehru Street, Old Trunk Road, Uthukuli, Tiruppur, Tamil Nadu - 641648. Ph: 0421-8092057"
15729,"Dyer Inc Clinic","No.740/B, 15, Anna Cross Street, Big Bazaar Street, Tirupur, Coimbatore, Tamil Nadu - 641057. Ph: 0422-4257131"
15730,"Miller-Mayo Clinic","No.533/A, 12, Shiva Kovil Street, Mysore Road, Pandalur, Nilgiris, Tamil Nadu - 643081. Ph: 0423-5546455"
15731,"Pena, Mckee and Maxwell Clinic","No.557/B, 4, Perumal 2nd Street, Market Street, Kallakurichi, Kallakurichi, Tamil Nadu - 606209. Ph: 04151-8680991"
15732,"Rangel-Jones Clinic","No.164, 28, Rajiv School Road, Bangalore Road, Krishnagiri, Krishnagiri, Tamil Nadu - 635126. Ph: 04343-9738778"
15733,"Pruitt-Davis Clinic","No.217, 42, MGR Gandhi Road, Palayamkottai Road, Ottapidaram, Thoothukudi, Tamil Nadu - 628021. Ph: 0461-3899106"
15734,"Stewart Group Clinic","No.633/2, 35, Periyar West Street, Madurai Road, Sivaganga, Sivaganga, Tamil Nadu - 630608. Ph: 04575-8105898"
15735,"Wiley, Johnson and Howard Clinic","No.199, 35, APJ Kalam Main Road, Collectorate Road, Gandarvakottai, Pudukottai, Tamil Nadu - 622152. Ph: 04322-3927912"
15736,"Ayala-Ritter Clinic","No.598/B, 20, Rajaji Tank Street, Anna Salai, Tambaram, Chennai, Tamil Nadu - 600070. Ph: 044-5368082"
15737,"Phillips Inc Clinic","No.52, 45, Mariamman Raja Street, Ayyasamy Road, Kumbakonam, Thanjavur, Tamil Nadu - 613010. Ph: 04362-5899915"
15738,"Gomez, Marks and Ayers Clinic","No.351/2, 23, Vinayagar East Street, Kilnathur Road, Tiruvannamalai, Tiruvannamalai, Tamil Nadu - 606089. Ph: 04175-3422599"
15739,"Montgomery-Simmons Clinic","No.534/A, 17, Perumal Periyar Street, Market Street, Tenkasi, Tenkasi, Tamil Nadu - 627858. Ph: 04633-6716093"
15740,"Lucas Ltd Clinic","No.774/A, 9, Ambedkar Gandhi Road, Thiruvalluvar Salai, Neyveli, Cuddalore, Tamil Nadu - 607090. Ph: 04142-5986235"
15741,"Holland Group Clinic","No.726/B, 12, Vivekananda Anna Street, Trichy Road, Gandarvakottai, Pudukottai, Tamil Nadu - 622162. Ph: 04322-5120067"
15742,"West, Rogers and Howell Clinic","No.213, 47, Kamaraj Periyar Street, Gandhi Nagar, Porur, Chennai, Tamil Nadu - 600036. Ph: 044-3259126"
15743,"Walsh PLC Clinic","No.784/2, 41, Perumal Anna Street, Bazaar Street, Vikravandi, Villupuram, Tamil Nadu - 605600. Ph: 04146-3130896"
15744,"Blair and Sons Clinic","No.820/A, 10, Indira Hospital Road, Madurai Road, Sattur, Virudhunagar, Tamil Nadu - 626032. Ph: 04562-7330200"
15745,"Gordon, Ramsey and Perez Clinic","No.617/A, 46, Rajiv 3rd Street, Promenade Road, Lalgudi, Tiruchirappalli, Tamil Nadu - 620015. Ph: 0431-7316961"
15746,"Silva Group Clinic","No.506, 22, Vinayagar 1st Street, Ayyasamy Road, Pattukottai, Thanjavur, Tamil Nadu - 613009. Ph: 04362-2539439"
15747,"Bentley Inc Clinic","No.644, 15, Perumal 2nd Street, Omalur Road, Attur, Salem, Tamil Nadu - 636010. Ph: 0427-3093249"
15748,"Harmon PLC Clinic","No.572/2, 33, Bharathiar Big Street, Bypass Road, Andipatti, Theni, Tamil Nadu - 625521. Ph: 04546-2903504"
15749,"Rogers Group Clinic","No.420/2, 47, MGR Big Street, Krishnagiri Road, Jolarpettai, Tirupathur, Tamil Nadu - 635719. Ph: 04179-3561580"
15750,"Long-Roberts Clinic","No.742, 14, Periyar Hospital Road, Tirunelveli Road, Alangulam, Tenkasi, Tamil Nadu - 627834. Ph: 04633-3996245"
15751,"Villa PLC Clinic","No.102, 13, Kamaraj Hospital Road, Old Bus Stand Road, Natham, Dindigul, Tamil Nadu - 624373. Ph: 0451-5671432"
15752,"Rogers, Park and Griffin Clinic","No.760, 29, Patel Kamaraj Road, Bazaar Street, Gingee, Villupuram, Tamil Nadu - 605412. Ph: 04146-4680220"
15753,"Michael, Potter and Jones Clinic","No.900/2, 7, Nehru 1st Street, Vannarpettai, Tenkasi, Tirunelveli, Tamil Nadu - 627001. Ph: 0462-7520580"
15754,"Lin-Stone Clinic","No.960/A, 25, Anna Tank Street, Sathyamangalam Road, Sulur, Coimbatore, Tamil Nadu - 641092. Ph: 0422-7761012"
15755,"Lawrence and Sons Clinic","No.209/1, 23, Patel Nehru Street, Mill Street, Kangeyam, Tiruppur, Tamil Nadu - 641666. Ph: 0421-2758656"
15756,"Miller Inc Clinic","No.980/1, 19, Indira Ambedkar Road, Bypass Road, Madurantakam, Kancheepuram, Tamil Nadu - 631514. Ph: 044-3433322"
15757,"Sosa Group Clinic","No.832/B, 18, Patel Main Road, DB Road, Saibaba Colony, Coimbatore, Tamil Nadu - 641047. Ph: 0422-9301753"
15758,"Richardson-Mendez Clinic","No.872/A, 9, Periyar West Street, South Veli Street, Paravai, Madurai, Tamil Nadu - 625015. Ph: 0452-3054110"
15759,"Collins, Sullivan and Gonzalez Clinic","No.738/B, 45, Anna New Street, Kamaraj Road, Kangeyam, Tiruppur, Tamil Nadu - 641633. Ph: 0421-6446856"
15760,"Davis PLC Clinic","No.138/1, 30, Ambedkar School Road, Mount Road, Mylapore, Chennai, Tamil Nadu - 600076. Ph: 044-7336313"
15761,"Wagner and Sons Clinic","No.503, 13, Ambedkar Big Street, Melapalayam, Nanguneri, Tirunelveli, Tamil Nadu - 627013. Ph: 0462-4431340"
15762,"Greer, Griffith and Valdez Clinic","No.50/1, 28, Shiva 2nd Street, Arcot Road, Ranipet, Vellore, Tamil Nadu - 632011. Ph: 0416-6205509"
15763,"Estrada, Davis and Sloan Clinic","No.546, 22, Bharathiar Ambedkar Road, Market Street, Ambur, Tirupathur, Tamil Nadu - 635849. Ph: 04179-5907715"
15764,"Stephens-Hodge Clinic","No.858/A, 26, Rajiv New Street, Tenkasi Road, Aruppukkottai, Virudhunagar, Tamil Nadu - 626161. Ph: 04562-4109226"
15765,"Schultz Group Clinic","No.407/A, 14, Indira Anna Street, Kalavasal, Arapalayam, Madurai, Tamil Nadu - 625003. Ph: 0452-6270060"
15766,"Martinez-Johnson Clinic","No.604, 2, Indira Kamaraj Road, Mount Road, Avadi, Chennai, Tamil Nadu - 600004. Ph: 044-6930729"
15767,"Lee, Novak and Stanton Clinic","No.147, 13, Patel Cross Street, Melapalayam, Sankarankovil, Tirunelveli, Tamil Nadu - 627004. Ph: 0462-3613551"
15768,"Morton, Kelly and Bowman Clinic","No.673/B, 13, Bharathiar Tank Street, Market Street, Paramakudi, Ramanathapuram, Tamil Nadu - 623577. Ph: 04567-7611348"
15769,"Willis LLC Clinic","No.193/A, 42, Subash Main Road, Raja Street, Thanjavur, Thanjavur, Tamil Nadu - 613001. Ph: 04362-3733894"
15770,"Park, Hartman and Frank Clinic","No.920, 40, Murugan New Street, Kamaraj Road, Avinashi, Tiruppur, Tamil Nadu - 641635. Ph: 0421-7213885"
15771,"Conner, Prince and Berg Clinic","No.485/B, 48, Shiva 2nd Street, Hospital Street, Tiruvarur, Tiruvarur, Tamil Nadu - 612399. Ph: 04366-2607439"
15772,"Fowler, Miller and Castaneda Clinic","No.868, 4, Mariamman Gandhi Road, Vellore Road, Arni, Tiruvannamalai, Tamil Nadu - 606438. Ph: 04175-4206854"
15773,"Salas, Brown and Boyd Clinic","No.74/A, 2, Indira Gandhi Road, West Car Street, Kodavasal, Tiruvarur, Tamil Nadu - 612558. Ph: 04366-2591761"
15774,"Williams, Lopez and Ramos Clinic","No.211/1, 20, MGR Big Street, Tirunelveli Road, Kadayanallur, Tenkasi, Tamil Nadu - 627818. Ph: 04633-2675493"
15775,"Barrera-Meyer Clinic","No.401/B, 2, Gandhi 2nd Street, Gandhi Nagar, Wallajah, Vellore, Tamil Nadu - 632010. Ph: 0416-6304069"
15776,"Allen, Jones and Bowers Clinic","No.30, 47, Vinayagar Tank Street, Promenade Road, Manachanallur, Tiruchirappalli, Tamil Nadu - 620012. Ph: 0431-7182694"
15777,"Wilson Inc Clinic","No.760, 33, Indira Market Street, Hospital Road, Karaikudi, Sivaganga, Tamil Nadu - 630685. Ph: 04575-2835676"
15778,"Thomas, Hernandez and Lewis Clinic","No.733/2, 45, Subash Kamaraj Road, Mill Street, Udumalpet, Tiruppur, Tamil Nadu - 641611. Ph: 0421-8782168"
15779,"Butler, Reyes and Richardson Clinic","No.223, 8, Perumal Hospital Road, Madurai Road, Aruppukkottai, Virudhunagar, Tamil Nadu - 626039. Ph: 04562-6852478"
15780,"Cruz Group Clinic","No.43/1, 7, MGR Cross Street, OMR Road, Pondicherry Border, Chengalpet, Tamil Nadu - 603175. Ph: 044-2447989"
15781,"Rodriguez PLC Clinic","No.77/A, 1, Rajiv 2nd Street, Erode Road, Rasipuram, Namakkal, Tamil Nadu - 637375. Ph: 04286-4635894"
15782,"Pennington-Morrison Clinic","No.228, 11, MGR School Road, Williams Road, Musiri, Tiruchirappalli, Tamil Nadu - 620018. Ph: 0431-8420441"
15783,"Reid, Bradford and Davis Clinic","No.189, 47, Gandhi 1st Street, Hospital Street, Nagapattinam, Nagapattinam, Tamil Nadu - 611106. Ph: 04365-5510386"
15784,"Wilkerson, Ellis and Adams Clinic","No.197, 48, Kamaraj 2nd Street, Raja Street, Thanjavur, Thanjavur, Tamil Nadu - 613010. Ph: 04362-6603988"
15785,"Ortiz LLC Clinic","No.353, 13, MGR School Road, Gandhi Road, Tharangambadi, Nagapattinam, Tamil Nadu - 611020. Ph: 04365-2551965"
15786,"Myers and Sons Clinic","No.913/1, 4, Anna Periyar Street, Williams Road, Ariyamangalam, Tiruchirappalli, Tamil Nadu - 620008. Ph: 0431-8218511"
15787,"Everett Group Clinic","No.252, 47, Subash 3rd Street, Bye Pass Road, Sankarankovil, Tirunelveli, Tamil Nadu - 627001. Ph: 0462-9803867"
15788,"Fischer Inc Clinic","No.73/A, 49, Perumal Hospital Road, Salem Road, Vikravandi, Villupuram, Tamil Nadu - 605523. Ph: 04146-4782098"
